predict,real
-0.21862197,-0.36748661
-0.22487605,-0.037221643
0.46114558,4.091090441
0.28468782,-0.037221643
-0.482212,-0.532619093
-0.3043037,-0.532619093
-0.3295392,0.293043324
-0.31440714,-0.037221643
-0.08785807,-0.36748661
-0.02443586,-0.532619093
0.0094223,6.402945209
-0.14291796,-0.36748661
-0.3748725,-0.532619093
-0.27326146,-0.532619093
-0.3125657,2.770030574
-0.15618367,-0.202354127
-0.2530935,0.12791084
0.34520274,1.448970707
-0.02398764,-0.532619093
-0.31146866,1.614103191
0.01024699,-0.202354127
-0.18755727,-0.532619093
0.00231639,-0.36748661
1.0598128,-0.037221643
0.09831773,-0.532619093
-0.27834976,1.11870574
-0.21750778,-0.36748661
-0.01317872,-0.36748661
-0.19660982,4.916752858
-0.04440123,3.595692991
-0.34072945,-0.202354127
0.03435914,4.091090441
-0.17531937,1.944368157
-0.24797478,-0.532619093
0.2507608,0.12791084
-0.22406907,-0.037221643
0.09942932,1.283838224
-0.44762588,0.12791084
-0.38183522,-0.037221643
-0.09917147,-0.202354127
-0.44147313,0.458175807
0.17854382,0.62330829
-0.17403884,-0.36748661
-0.22792946,-0.037221643
0.20635132,1.448970707
-0.00798137,-0.532619093
-0.35104474,-0.532619093
-0.03090857,-0.532619093
-0.26564598,4.421355408
-0.29512617,-0.532619093
-0.06819981,-0.532619093
-0.12934922,-0.037221643
0.18835346,0.458175807
0.01045232,7.889137559
-0.3362625,-0.532619093
-0.1874932,0.62330829
0.6337041,3.595692991
-0.30829537,-0.037221643
-0.21409754,0.62330829
-0.06150922,0.12791084
-0.2336941,-0.202354127
0.02421477,-0.202354127
-0.306286,0.293043324
-0.2974581,-0.36748661
-0.3819505,4.751620375
-0.36202097,2.770030574
-0.14353722,2.109500641
-0.30152696,-0.532619093
-0.1053471,-0.532619093
0.10560082,3.925957958
-0.3222592,-0.532619093
-0.19952199,-0.532619093
-0.37601236,0.62330829
0.2754311,0.293043324
-0.3967359,0.953573257
-0.3394285,-0.36748661
-0.2931344,-0.037221643
-0.3092367,-0.202354127
-0.21898526,-0.36748661
-0.3616922,0.953573257
-0.14669797,2.935163058
1.8004788,-0.037221643
-0.04985519,-0.202354127
0.252482,0.62330829
1.2028342,-0.36748661
-0.21571386,-0.36748661
-0.22493388,0.293043324
-0.18409878,-0.532619093
0.1698194,-0.202354127
-0.17713144,-0.202354127
0.06381325,-0.532619093
-0.17851979,1.283838224
0.24113141,0.293043324
0.4149897,-0.36748661
-0.17906122,-0.36748661
-0.16933277,-0.532619093
0.27967876,1.448970707
-0.04712328,-0.532619093
-0.07264736,0.458175807
-0.3051476,1.779235674
0.00652555,-0.037221643
-0.25523865,-0.36748661
0.9367909,3.100295541
0.27184904,-0.36748661
-0.02664731,-0.037221643
-0.2722162,-0.532619093
-0.30488822,-0.202354127
0.12627278,-0.532619093
0.9470112,-0.202354127
-0.10579954,-0.532619093
0.31773645,-0.36748661
0.09111105,1.11870574
0.47397465,0.458175807
-0.27004045,-0.202354127
-0.05597848,-0.532619093
-0.24161941,-0.532619093
-0.31969583,-0.36748661
-0.05392575,-0.037221643
-0.17768341,0.788440774
-0.16055861,-0.202354127
-0.17071193,-0.36748661
-0.17769474,1.779235674
-0.27652097,-0.532619093
-0.3324986,-0.202354127
-0.4214512,-0.202354127
0.04707696,7.724005076
-0.18094473,-0.532619093
-0.14945781,0.12791084
-0.08994669,1.779235674
-0.04501665,0.12791084
-0.29502666,-0.532619093
-0.27141184,-0.532619093
-0.2533279,-0.532619093
-0.2746632,-0.532619093
0.08873849,2.109500641
-0.239379,1.448970707
-0.25271586,1.614103191
-0.01605983,1.448970707
-0.33403763,-0.532619093
-0.05260497,-0.202354127
-0.3127257,-0.037221643
-0.29916048,-0.36748661
-0.20429753,-0.202354127
-0.38972092,-0.037221643
-0.14786358,-0.532619093
-0.0663857,-0.532619093
-0.04056121,-0.36748661
-0.3780544,-0.532619093
-0.18434082,-0.36748661
-0.2417267,-0.202354127
-0.30288154,-0.36748661
-0.24278331,1.448970707
-0.31027895,0.953573257
0.35021442,-0.037221643
0.4866522,-0.532619093
-0.27654168,5.577282792
0.75784504,2.770030574
0.6386953,4.751620375
-0.14159095,-0.532619093
-0.37625852,0.788440774
-0.2638527,0.12791084
-0.19895768,-0.36748661
-0.0826004,1.779235674
1.3891584,5.577282792
2.7095113,-0.202354127
0.56265694,-0.202354127
-0.24601242,-0.36748661
-0.3603812,0.12791084
-0.23833296,-0.36748661
-0.2622252,-0.037221643
-0.31609172,-0.532619093
-0.20631239,2.935163058
-0.21852972,6.237812725
-0.2325946,3.265428024
-0.22634695,0.12791084
-0.15494628,-0.202354127
-0.2244873,0.12791084
-0.17754176,-0.36748661
1.0003014,2.935163058
0.08120845,-0.36748661
-0.33204162,-0.532619093
0.08158235,1.11870574
-0.35845423,-0.532619093
-0.17057239,0.788440774
-0.24007663,-0.532619093
-0.20252144,0.293043324
0.01454362,-0.037221643
-0.14874785,-0.36748661
-0.2829152,-0.202354127
0.01907228,-0.36748661
0.11262791,0.293043324
-0.36566573,-0.36748661
0.5256231,-0.532619093
-0.36468393,-0.202354127
-0.16829163,-0.36748661
-0.0732744,0.12791084
-0.11985229,2.439765608
-0.29623556,-0.532619093
-0.11580005,-0.36748661
-0.18089524,-0.202354127
0.18117173,0.953573257
-0.5149023,-0.037221643
-0.245357,-0.532619093
-0.17260382,-0.532619093
0.47007096,-0.202354127
-0.23192431,-0.037221643
-0.22197582,0.12791084
0.37318587,2.109500641
0.01763622,-0.202354127
-0.31614816,0.458175807
-0.38715345,0.12791084
-0.09044735,-0.532619093
-0.35769013,-0.202354127
-0.26299486,-0.36748661
-0.37544063,-0.532619093
-0.2129127,-0.532619093
0.6442422,0.12791084
-0.36160928,0.62330829
-0.23520036,-0.037221643
0.4853596,-0.202354127
-0.25039932,-0.037221643
-0.1171692,-0.36748661
-0.4118309,-0.532619093
-0.3755765,-0.532619093
-0.14241612,-0.532619093
-0.36697194,-0.532619093
0.5823145,-0.532619093
-0.15233527,-0.202354127
-0.22489245,-0.36748661
0.4858573,1.614103191
-0.19483268,-0.202354127
-0.06613043,0.293043324
-0.3854144,-0.202354127
-0.14544417,-0.532619093
-0.3325485,-0.532619093
-0.21381855,0.458175807
-0.54501086,-0.36748661
-0.1930384,-0.36748661
0.2298138,-0.202354127
-0.32766095,-0.532619093
-0.3127257,-0.532619093
-0.22856358,-0.532619093
-0.25546956,-0.532619093
-0.12501144,0.788440774
0.08251448,0.62330829
-0.3551408,-0.36748661
-0.11814769,2.109500641
-0.1642425,-0.202354127
-0.2203153,4.421355408
-0.20957722,-0.532619093
-0.34729058,-0.532619093
-0.12597021,-0.532619093
-0.21090321,-0.202354127
0.12541328,-0.532619093
-0.15166779,-0.532619093
-0.14392996,-0.532619093
-0.0392307,-0.532619093
-0.33577496,-0.36748661
-0.30112338,-0.36748661
0.04732023,0.12791084
-0.26459908,-0.532619093
-0.10291305,-0.36748661
-0.11546452,-0.202354127
0.06277551,-0.36748661
-0.20273444,-0.037221643
-0.07160674,0.788440774
-0.19508669,-0.037221643
-0.12976007,-0.532619093
0.632817,0.62330829
-0.24588542,-0.36748661
-0.39466935,1.448970707
-0.16667701,-0.202354127
0.26888573,2.439765608
0.20597677,-0.36748661
-0.25911206,-0.532619093
0.9232206,-0.037221643
-0.18870518,1.283838224
-0.33723038,-0.532619093
-0.16845596,-0.202354127
-0.32311636,-0.532619093
-0.32134116,0.12791084
-0.22589985,0.788440774
-0.26818603,1.614103191
-0.2877034,1.283838224
-0.25951767,0.953573257
-0.15021369,-0.36748661
-0.21706992,-0.532619093
-0.13780288,-0.532619093
-0.24396783,0.12791084
0.04759564,0.62330829
-0.24534054,1.11870574
-0.24620953,-0.202354127
-0.17485751,-0.532619093
-0.41469216,-0.532619093
0.15035842,-0.532619093
1.0507543,-0.202354127
-0.24366556,0.953573257
1.6948917,-0.037221643
-0.11568999,0.62330829
0.04255693,-0.36748661
-0.2713819,1.448970707
0.07701541,0.293043324
-0.2484137,-0.202354127
-0.23192652,-0.202354127
-0.01152781,2.109500641
-0.29931504,-0.532619093
-0.24152519,-0.532619093
-0.1334686,0.458175807
-0.24491358,-0.532619093
-0.17940709,-0.037221643
-0.26479816,2.935163058
-0.32650542,-0.36748661
-0.24666841,0.293043324
1.0375216,-0.532619093
0.13829629,-0.36748661
-0.10885036,-0.36748661
-0.03184251,-0.202354127
-0.2834298,-0.532619093
0.23919357,-0.36748661
-0.3413177,-0.532619093
-0.1306249,0.458175807
0.38805085,1.283838224
-0.15657018,-0.36748661
-0.14201972,-0.36748661
0.15397628,-0.037221643
0.2759474,1.283838224
-0.3113835,-0.202354127
-0.22992957,2.770030574
-0.09414589,1.614103191
0.25095516,0.12791084
-0.06953327,-0.36748661
-0.2493414,-0.037221643
-0.12111236,-0.202354127
-0.14863095,-0.532619093
-0.07056192,-0.36748661
0.16456269,0.12791084
0.02815972,0.62330829
-0.14739203,0.12791084
-0.18051471,-0.202354127
-0.07056192,0.458175807
2.5604224,0.12791084
-0.14101663,10.53125729
0.10376008,-0.202354127
0.03814779,0.293043324
0.07055502,-0.532619093
-0.14373678,0.788440774
-0.20591141,-0.037221643
-0.21518435,-0.037221643
0.00875494,-0.202354127
-0.3394648,0.293043324
-0.4407829,-0.532619093
-0.24724387,-0.36748661
-0.06172404,-0.36748661
-0.25403976,0.62330829
-0.2267424,0.12791084
-0.2504116,-0.532619093
-0.3019086,-0.532619093
-0.18342794,-0.36748661
-0.16134244,-0.532619093
-0.30278176,0.62330829
-0.2623514,-0.532619093
-0.29926515,-0.36748661
-0.27877453,-0.532619093
0.03157698,-0.36748661
0.24263336,-0.202354127
-0.18305194,-0.532619093
0.2640528,-0.532619093
-0.27286512,-0.36748661
-0.35039547,-0.532619093
-0.3311025,-0.36748661
-0.25504118,-0.532619093
-0.32413715,1.283838224
0.64721596,0.12791084
-0.30164814,-0.532619093
-0.1810417,0.12791084
-0.25088653,-0.532619093
0.06311591,-0.532619093
-0.19350284,-0.532619093
-0.2900529,-0.532619093
-0.30195177,-0.037221643
-0.1397964,-0.532619093
-0.2989148,-0.202354127
-0.34144667,-0.532619093
0.49289668,-0.532619093
-0.28615218,4.091090441
-0.29042745,0.458175807
-0.356979,-0.202354127
-0.1642425,-0.532619093
0.06277938,-0.037221643
-0.03235538,-0.202354127
-0.15914035,0.12791084
-0.10851271,-0.037221643
-0.05181506,1.11870574
-0.17615914,0.12791084
1.0754622,-0.532619093
-0.14501458,0.293043324
-0.08586723,-0.532619093
0.52939934,1.11870574
-0.1442752,-0.202354127
0.3188814,1.11870574
0.27105802,-0.532619093
-0.2583885,-0.36748661
0.34383398,-0.202354127
-0.30671436,-0.36748661
-0.34678972,-0.36748661
0.11054228,1.11870574
-0.22531664,-0.532619093
-0.07265295,-0.202354127
0.0291291,-0.532619093
0.27681053,1.283838224
-0.2529484,0.62330829
-0.23687607,0.12791084
-0.38827014,-0.202354127
-0.30844545,-0.037221643
-0.11136501,0.12791084
-0.07260886,-0.532619093
-0.08453499,4.421355408
-0.08420338,1.779235674
-0.32365793,-0.532619093
-0.33423138,-0.36748661
0.49850804,-0.202354127
-0.01879959,-0.532619093
-0.02062511,0.293043324
-0.22487605,-0.36748661
-0.05950634,2.604898091
-0.38479537,-0.36748661
-0.09752831,-0.532619093
-0.16419846,-0.36748661
-3.85E-05,-0.532619093
0.11051764,-0.037221643
0.02305476,0.62330829
-0.17531937,-0.532619093
-0.16334316,-0.532619093
-0.15099955,3.100295541
-0.29916048,-0.36748661
-0.39586288,-0.202354127
0.11954089,-0.532619093
-0.11954711,0.293043324
0.07165699,-0.532619093
0.10535623,5.412150308
-0.30579692,-0.532619093
-0.30966938,0.788440774
-0.26941165,-0.532619093
-0.42825586,-0.36748661
-0.25425017,-0.202354127
-0.3901757,-0.532619093
-0.41586238,-0.532619093
-0.32452416,-0.202354127
-0.29233038,-0.532619093
-0.10548984,-0.532619093
-0.30739814,-0.36748661
-0.2596392,-0.36748661
-0.18126601,4.421355408
-0.3098138,-0.532619093
-0.11365789,-0.532619093
-0.16046496,-0.202354127
-0.21233788,-0.532619093
-0.21163124,-0.532619093
-0.04400085,-0.36748661
-0.31687337,-0.36748661
-0.54213536,-0.202354127
-0.33723038,-0.36748661
-0.30130213,-0.36748661
-0.27864897,-0.532619093
-0.2131077,-0.36748661
-0.305387,-0.202354127
-0.2577684,-0.36748661
-0.3662101,1.11870574
0.537332,2.770030574
-0.03693928,-0.36748661
-0.22211485,0.458175807
-0.03160256,1.448970707
-0.19548555,2.439765608
-0.33231,-0.36748661
0.14681183,-0.532619093
-0.51668936,-0.36748661
-0.18342113,-0.36748661
-0.19293061,-0.532619093
-0.41776866,-0.532619093
0.24360807,-0.36748661
-0.3843211,-0.532619093
-0.31793803,-0.532619093
-0.24152379,-0.532619093
0.19068207,-0.36748661
0.07698254,-0.36748661
-0.22764872,-0.36748661
-0.37505978,-0.36748661
-0.28190732,0.458175807
-0.13892582,4.421355408
-0.07177123,4.751620375
0.40251684,-0.202354127
-0.04311924,-0.532619093
-0.24694155,-0.36748661
-0.23954786,0.293043324
0.05877031,3.595692991
-0.38067156,-0.36748661
-0.20128255,-0.202354127
-0.34871703,-0.532619093
-0.16376361,-0.532619093
0.10795136,0.62330829
0.16796674,1.11870574
-0.3282483,-0.36748661
-0.24126114,-0.532619093
-0.32440314,-0.532619093
-0.02606256,3.265428024
-0.11224717,-0.532619093
-0.0530673,0.12791084
-0.36792994,-0.36748661
-0.25069094,-0.532619093
-0.2414539,-0.037221643
-0.32650542,-0.202354127
-0.29916048,-0.36748661
0.02403751,-0.36748661
-0.13294755,-0.037221643
1.8852462,-0.202354127
-0.35029674,-0.532619093
-0.23256083,1.283838224
-0.24665731,-0.037221643
-0.25799096,-0.532619093
-0.35329646,-0.532619093
0.01540481,-0.532619093
-0.24497327,-0.037221643
0.7753527,0.62330829
-0.09626009,1.11870574
-0.35515904,2.109500641
-0.4613027,-0.36748661
-0.12630937,-0.532619093
-0.37014002,-0.532619093
-0.32871717,-0.202354127
0.04412989,-0.532619093
-0.46394014,-0.532619093
-0.16667405,-0.532619093
-0.08602129,-0.532619093
-0.29931504,-0.36748661
-0.28726336,-0.532619093
-0.1995827,-0.037221643
-0.22205293,-0.202354127
-0.19937827,-0.36748661
-0.00880359,6.402945209
-0.27752492,0.12791084
-0.16171,3.430560508
-0.24616615,0.293043324
-0.18918175,-0.532619093
-0.3467557,-0.202354127
-0.2690881,-0.36748661
-0.37590992,-0.202354127
0.8168196,-0.36748661
-0.27062804,-0.36748661
-0.27274626,-0.36748661
-0.20942023,-0.532619093
-0.13759148,-0.202354127
-0.39680022,-0.202354127
-0.23568013,-0.36748661
0.12640922,-0.532619093
-0.32528725,-0.532619093
-0.21110687,-0.037221643
-0.12290419,-0.037221643
-0.13010648,0.12791084
0.2986862,0.953573257
-0.1745663,-0.36748661
-0.10533734,-0.36748661
-0.30408853,-0.532619093
-0.22922555,-0.202354127
0.58046484,-0.202354127
0.05410089,-0.36748661
-0.30488822,-0.532619093
-0.46081948,-0.202354127
-0.33218807,-0.532619093
0.3689801,-0.532619093
-0.4260043,-0.532619093
-0.22668605,-0.532619093
-0.23416893,-0.532619093
-0.1088528,-0.532619093
0.04465999,4.421355408
-0.18976161,-0.36748661
-0.17434812,-0.532619093
-0.26125777,-0.532619093
-0.24230632,-0.037221643
-0.34082568,-0.532619093
-0.28553635,-0.532619093
-0.06724992,1.11870574
-0.12551938,-0.36748661
-0.08525862,-0.532619093
-0.15662563,-0.532619093
-0.3075928,-0.36748661
0.15261422,5.081885342
0.14008252,-0.36748661
0.19477646,-0.36748661
0.16684617,-0.532619093
-0.3165889,4.421355408
-0.21243621,-0.532619093
0.12904932,-0.037221643
-0.42532972,0.12791084
-0.3273304,-0.202354127
-0.30491802,-0.532619093
0.03150819,-0.532619093
-0.05733512,-0.532619093
-0.18092942,-0.532619093
-0.06824166,0.458175807
-0.23070592,3.760825475
-0.26835418,-0.532619093
-0.23809499,-0.532619093
-0.27794018,0.12791084
-0.21257171,-0.532619093
-0.25261825,9.210197426
-0.12136848,-0.202354127
-0.20098308,9.540462393
-0.32659614,-0.36748661
-0.22040552,-0.532619093
-0.15525438,-0.36748661
-0.38964742,-0.532619093
-0.16294281,-0.532619093
-0.1824699,-0.532619093
-0.2077134,-0.037221643
-0.19937827,-0.532619093
-0.1986344,-0.532619093
-0.21084663,-0.532619093
-0.24683528,-0.532619093
0.14124058,0.458175807
-0.3962103,-0.532619093
-0.32871717,-0.037221643
0.18768631,-0.532619093
-0.04034704,-0.36748661
-0.06526296,-0.532619093
-0.45175692,0.12791084
-0.25726506,-0.532619093
-0.08841546,-0.532619093
-0.19000807,-0.532619093
0.28432095,-0.532619093
-0.3981117,-0.36748661
0.10060595,-0.36748661
-0.33580625,-0.532619093
-0.3168199,-0.202354127
-0.08046709,0.293043324
-0.1949656,-0.36748661
-0.09174633,-0.36748661
-0.16445956,-0.037221643
-0.31690198,-0.36748661
-0.2237618,-0.532619093
-0.17764357,0.788440774
-0.22618549,-0.36748661
-0.12996432,-0.532619093
-0.31821108,-0.532619093
-0.20420948,-0.36748661
-0.12625682,0.12791084
-0.05405249,-0.037221643
-0.34456325,-0.532619093
0.10076047,-0.532619093
-0.313186,-0.202354127
-0.1376346,-0.36748661
-0.34533,-0.037221643
-0.30262846,-0.532619093
-0.18210606,-0.36748661
-0.22906835,-0.532619093
-0.41636306,-0.36748661
0.01384652,0.12791084
0.68999046,-0.532619093
-0.29688728,-0.532619093
0.09060822,-0.532619093
-0.15474759,-0.36748661
-0.3438661,-0.532619093
-0.1228646,-0.037221643
0.02874863,-0.202354127
-0.32220757,-0.532619093
-0.10674258,-0.202354127
-0.15873766,-0.36748661
-0.13742009,-0.532619093
-0.13645501,-0.532619093
-0.3422195,-0.532619093
-0.14071277,0.788440774
-0.2507882,-0.202354127
0.07263456,-0.36748661
-0.42045528,-0.532619093
-0.21271572,-0.36748661
-0.3633095,-0.36748661
-0.29512617,-0.532619093
-0.2860213,-0.532619093
-0.26961035,-0.532619093
-0.31068638,-0.037221643
-0.212248,-0.532619093
-0.25837356,-0.532619093
-0.16557632,-0.532619093
-0.17778157,-0.36748661
-0.26898718,-0.532619093
-0.290107,-0.532619093
-0.38859928,-0.532619093
-0.3894093,-0.532619093
-0.1312994,-0.532619093
0.19671129,-0.36748661
-0.08601756,-0.532619093
-0.389582,-0.532619093
-0.08177203,-0.36748661
-0.18855853,-0.532619093
-0.16574275,-0.36748661
0.00746095,-0.202354127
-0.4258889,-0.532619093
-0.1360743,-0.36748661
0.02963437,-0.36748661
0.27312094,1.283838224
-0.28686643,-0.36748661
-0.23174807,-0.532619093
-0.04856938,-0.36748661
-0.42254305,-0.202354127
-0.26331735,-0.532619093
-0.26947546,-0.532619093
-0.2411899,0.12791084
0.73353827,-0.532619093
0.56230116,-0.36748661
0.05457382,0.953573257
0.01920384,-0.36748661
-0.1825195,-0.037221643
-0.2222717,-0.037221643
-0.15049937,0.62330829
-0.03879575,-0.202354127
-0.34514183,-0.202354127
-0.15113986,-0.532619093
-0.10439362,0.293043324
-0.08636345,-0.36748661
-0.31689572,-0.36748661
-0.2278011,-0.36748661
-0.35913283,-0.532619093
-0.39002687,-0.532619093
-0.30366358,-0.202354127
-0.12392963,-0.532619093
-0.0038078,-0.037221643
-0.32107735,-0.202354127
0.05479898,-0.532619093
